model,rmse,mae,median,bias,pct_lt_1
Persistence,2.5176770466190703,2.2568169173854575,2.3242848413582444,-2.2141808154691813,15.104166666666666
Linear,1.7005259797785706,1.4497828115525753,1.4009242931245378,-1.2529942827989065,33.85416666666667
RandomForest,1.1047333784895685,0.8826943881855777,0.7639610638800729,-0.23790537061310282,63.020833333333336
MLP,1.0816873109425555,0.8687565047441507,0.7563042689494468,-0.27844229269158427,64.32291666666666
NBEATSx_Oracle,0.9212274930387833,0.7005232242776948,0.5387885049644533,-0.18147815615902907,75.0
NHITS_Oracle,1.2168493641588607,0.9758803504095451,0.8139086934552164,-0.4103720897827478,59.114583333333336
